101l,85l,0.06822372464658881
101l,86l,0.07787151200519143
101l,87l,0.07129455909943715
101l,88l,0.08235294117647059
101l,89l,0.07304785894206549
101l,9l,0.13669413475521086
101l,90l,0.07238095238095238
101l,91l,0.07061790668348046
101l,92l,0.07987421383647798
101l,93l,0.08077645585472762
101l,94l,0.08031088082901554
101l,95l,0.06491885143570537
101l,96l,0.07442151344590368
101l,97l,0.08097686375321336
101l,98l,0.08097928436911488
101l,99l,0.08301404853128991
102l,103l,0.08312342569269521
102l,104l,0.07178217821782178
102l,105l,0.07813484562066793
102l,106l,0.07731958762886598
102l,107l,0.07224334600760456
102l,108l,0.07287705956907478
102l,109l,0.07397959183673469
102l,11l,0.1213901125795399
102l,110l,0.06781829814459372
102l,111l,0.06407035175879397
102l,112l,0.06806615776081425
102l,113l,0.07133507853403141
102l,114l,0.0807061790668348
102l,115l,0.0732484076433121
102l,116l,0.08498759305210918
102l,117l,0.07730061349693251
100l,142l,0.06534272901985906
100l,143l,0.07448912326961107
100l,144l,0.07559256886611147
100l,145l,0.06840796019900497
100l,146l,0.07876496534341525
100l,147l,0.07464607464607464
100l,148l,0.0632992327365729
100l,149l,0.06519065190651907
100l,15l,0.1227559437166424
100l,150l,0.07966857871255577
100l,151l,0.07975077881619938
100l,152l,0.08017402113113735
100l,153l,0.0853582554517134
100l,154l,0.07583547557840617
100l,155l,0.06463642013673089
100l,156l,0.0697224015493867
100l,157l,0.06038961038961039
100l,158l,0.08230719377835385
100l,159l,0.07552083333333333
100l,16l,0.12376725838264299
100l,160l,0.08176100628930817
100l,161l,0.08306082406801832
100l,162l,0.07407407407407407
100l,163l,0.07638446849140675
100l,164l,0.08370323398858592
100l,165l,0.07244582043343653
100l,166l,0.07001909611712286
100l,167l,0.08121512709237445
100l,168l,0.0710560625814863
100l,169l,0.08113329040566646
100l,17l,0.13381995133819952
100l,170l,0.07440667094291212
100l,113l,0.07906114885731934
100l,114l,0.064576802507837
100l,115l,0.07465495608531995
100l,116l,0.07672131147540984
100l,117l,0.07239819004524888
100l,118l,0.07612231620039037
100l,119l,0.07591785936527691
100l,12l,0.1230392156862745
100l,120l,0.07579617834394904
100l,121l,0.06333122229259025
100l,122l,0.0750481077613855
100l,123l,0.07352941176470588
100l,124l,0.07075173720783323
100l,125l,0.07312379730596537
100l,126l,0.07498383968972204
100l,127l,0.07214554579673776
100l,128l,0.07556675062972293
100l,129l,0.08002560819462227
100l,13l,0.11582626060908637
100l,130l,0.062261753494282084
100l,131l,0.07421383647798742
100l,132l,0.08125
100l,133l,0.08306082406801832
100l,134l,0.0809284818067754
100l,135l,0.08078880407124682
100l,136l,0.06632324533161622
100l,137l,0.08010171646535283
100l,138l,0.07823343848580441
100l,139l,0.06465787821720025
100l,14l,0.12530712530712532
100l,140l,0.06060606060606061
100l,141l,0.079923273657289
101l,13l,0.12217860647693818
101l,130l,0.07744314689612784
101l,131l,0.0725261216963737
101l,132l,0.07196969696969698
101l,133l,0.06342088404868675
101l,134l,0.08108108108108109
101l,135l,0.08306911857958148
101l,136l,0.07942708333333333
101l,137l,0.07687614399023796
101l,138l,0.0762138905961893
101l,139l,0.07654013690105788
101l,14l,0.1269455252918288
101l,140l,0.07033248081841433
101l,141l,0.07532956685499058
101l,142l,0.07768800497203232
101l,143l,0.06721623335447051
101l,144l,0.06649451258876694
101l,145l,0.06885660138976626
101l,146l,0.07956715467854869
101l,147l,0.07193320488118175
101l,148l,0.0761904761904762
101l,149l,0.07663551401869159
101l,15l,0.12235067437379576
101l,150l,0.07918263090676884
101l,151l,0.07740324594257178
101l,152l,0.07553058676654183
101l,153l,0.06963613550815559
101l,154l,0.07006760909649662
101l,155l,0.07195571955719557
101l,156l,0.07543520309477757
101l,157l,0.07201516108654453
101l,158l,0.0737913486005089
100l,98l,0.07884856070087609
100l,99l,0.07175177763413057
101l,102l,0.06829896907216494
101l,103l,0.08007448789571694
101l,104l,0.07740717432347388
101l,105l,0.07706650093225606
101l,106l,0.07775653282345443
101l,107l,0.07658505963590709
101l,108l,0.0777496839443742
101l,109l,0.06427221172022685
101l,11l,0.13526570048309178
101l,110l,0.07601246105919003
101l,111l,0.06986899563318777
101l,112l,0.07074569789674952
101l,113l,0.0646830530401035
101l,114l,0.07797878976918278
101l,115l,0.07177322074788903
101l,116l,0.08126550868486353
101l,117l,0.07984790874524715
101l,118l,0.08596713021491782
101l,119l,0.08397435897435897
101l,12l,0.12130177514792899
101l,120l,0.07196969696969698
101l,121l,0.06074461136512083
101l,122l,0.06760204081632654
101l,123l,0.0759493670886076
101l,124l,0.07766367137355584
101l,125l,0.0693196405648267
101l,126l,0.07926442612555486
101l,127l,0.06376057254391672
101l,128l,0.07984790874524715
101l,129l,0.07886435331230283
102l,118l,0.07247298156389065
102l,119l,0.08184143222506395
102l,12l,0.11640471512770137
102l,120l,0.07735849056603773
102l,121l,0.07280927835051547
102l,122l,0.07049282595134124
102l,123l,0.06443461781427669
102l,124l,0.07750952986022872
102l,125l,0.07012987012987013
102l,126l,0.0798004987531172
102l,127l,0.06756756756756757
102l,128l,0.08333333333333333
102l,129l,0.0810126582278481
102l,13l,0.10794896957801767
102l,130l,0.08089607965152458
102l,131l,0.06920199501246883
102l,132l,0.07248236048749199
102l,133l,0.07160963244613434
102l,134l,0.07402680280791321
102l,135l,0.0683076923076923
102l,136l,0.07687576875768758
102l,137l,0.07084123972169513
102l,138l,0.07165913492575855
102l,139l,0.08235294117647059
102l,14l,0.11871030776746458
102l,140l,0.07972379158819837
102l,141l,0.07205513784461152
102l,142l,0.08867313915857605
102l,143l,0.07128842380640942
102l,144l,0.0750154990700558
102l,145l,0.07016434892541087
102l,146l,0.06900878293601004
102l,147l,0.07817385866166354
102l,148l,0.0772669220945083
102l,149l,0.07876496534341525
102l,15l,0.1166422645192777
102l,150l,0.06309751434034416
102l,151l,0.07653701380175659
102l,152l,0.07578676942838793
102l,153l,0.06060606060606061
102l,154l,0.07092651757188498
102l,155l,0.0690505548705302
102l,156l,0.07174323473882946
102l,157l,0.0808641975308642
102l,158l,0.06951530612244898
102l,159l,0.08605527638190955
102l,16l,0.11381322957198443
102l,160l,0.07822277847309136
102l,161l,0.08312020460358056
102l,162l,0.07111665626949469
102l,163l,0.07120352867044738
102l,164l,0.0737913486005089
102l,165l,0.08111533586818757
102l,166l,0.0775588048315321
102l,167l,0.0712484237074401
102l,168l,0.07792207792207792
102l,169l,0.08307111390811832
102l,17l,0.12748424624333496
102l,170l,0.07644882860665844
102l,171l,0.08114856429463171
102l,172l,0.07315521628498728
102l,173l,0.0707070707070707
102l,174l,0.0803921568627451
102l,175l,0.07337128399746995
101l,159l,0.08012618296529968
101l,16l,0.12573673870333987
101l,160l,0.07720815318097592
101l,161l,0.06887755102040816
101l,162l,0.07558859975216853
101l,163l,0.07381258023106547
101l,164l,0.08213166144200627
101l,165l,0.07873527588344699
101l,166l,0.07566204287515763
101l,167l,0.0712957222566646
101l,168l,0.07813525935653316
101l,169l,0.09696186166774402
101l,17l,0.14243614931237722
101l,170l,0.07183010618363522
101l,171l,0.06707692307692308
101l,172l,0.074354127284184
101l,173l,0.07923832923832924
101l,174l,0.06969099276791585
101l,175l,0.07393244104525175
101l,176l,0.06955966815571155
101l,177l,0.07034845496383958
101l,178l,0.08555486670799752
101l,18l,0.13174839029222388
101l,19l,0.13320274240940255
101l,2l,0.1324535679374389
101l,20l,0.1383399209486166
101l,21l,0.13689892051030422
101l,22l,0.13290513833992096
101l,23l,0.12904808635917567
101l,24l,0.13702623906705538
101l,25l,0.13307240704500978
101l,26l,0.1385658914728682
100l,69l,0.1289384391662627
100l,7l,0.12823061630218688
100l,70l,0.12481352560914968
100l,71l,0.1171836533727228
100l,72l,0.11916342412451363
100l,73l,0.12738853503184713
100l,74l,0.12185495806610755
100l,75l,0.11429961089494163
100l,76l,0.11359223300970873
100l,77l,0.133234274393264
100l,78l,0.7663880334359877
100l,79l,0.08564386937769562
100l,8l,0.1324110671936759
100l,80l,0.06851119894598155
100l,81l,0.07318611987381704
100l,82l,0.06860321384425216
100l,83l,0.07284345047923323
100l,84l,0.08521626856036152
100l,85l,0.07488702388637831
100l,86l,0.06925566343042071
100l,87l,0.08156911581569116
100l,88l,0.08213166144200627
100l,89l,0.07463630613535736
100l,9l,0.13550267119961146
100l,90l,0.08154235145385588
100l,91l,0.08078880407124682
100l,92l,0.06636885768985322
100l,93l,0.07215836526181353
100l,94l,0.07954545454545454
100l,95l,0.07298335467349552
100l,96l,0.07280647168637212
100l,97l,0.07510862818125388
100l,171l,0.07013149655604257
100l,172l,0.07447485677912158
100l,173l,0.08453350031308704
100l,174l,0.0735873850197109
100l,175l,0.06482064191315293
100l,176l,0.07433742727860375
100l,177l,0.08814204185161699
100l,178l,0.06502525252525253
100l,18l,0.12826718296224587
100l,19l,0.13163064833005894
100l,2l,0.12572533849129594
100l,20l,0.13209393346379647
100l,21l,0.13559322033898305
100l,22l,0.1278561011181332
100l,23l,0.12686927158707187
100l,24l,0.13514827418570735
100l,25l,0.12906356137797187
100l,26l,0.13656387665198239
100l,27l,0.11970443349753694
100l,28l,0.12427466150870406
100l,29l,0.14278680452978829
100l,3l,0.12610402355250244
100l,30l,0.12140419307654803
100l,31l,0.12804284323271664
100l,32l,0.13381642512077294
100l,33l,0.13845401174168298
100l,34l,0.1302439024390244
100l,35l,0.10997067448680352
100l,36l,0.1388212372138334
100l,37l,0.1408243375858685
100l,38l,0.11776447105788423
100l,39l,0.1281795511221945
101l,56l,0.12432697014194811
101l,57l,0.137863121614968
101l,58l,0.1319210399614829
101l,59l,0.13664896185417671
101l,6l,0.141439205955335
101l,60l,0.13437195715676728
101l,61l,0.12217860647693818
101l,62l,0.12665036674816627
101l,63l,0.14250614250614252
101l,64l,0.1388212372138334
101l,65l,0.11428571428571428
101l,66l,0.13346418056918546
101l,67l,0.11154598825831702
101l,68l,0.12357884330202669
101l,69l,0.13191699604743082
101l,7l,0.12903225806451613
101l,70l,0.12666996536368136
101l,71l,0.11415972562469377
101l,72l,0.11901234567901235
101l,73l,0.13072841292812348
