102l,85m,1775.4598180439727
102l,86m,1914.782786885246
102l,87m,2029.7769289533996
102l,88m,1701.5518688024408
102l,89m,1707.3820861678005
102l,9m,1978.987379361544
102l,90m,2118.8495508982037
102l,91m,1751.2432942954288
102l,92m,1995.2559790732437
102l,93m,1907.4133888048411
102l,94m,1826.8147722923843
102l,95m,1918.9656862745098
102l,96m,1746.1124348473566
102l,97m,1993.6680545041636
102l,98m,2026.8484618306115
102l,99m,2084.5163595336594
103l,10m,1803.5268126888218
103l,100m,2014.07223903177
103l,101m,1877.1853953840332
103l,102m,1812.5089934940681
103l,11m,1763.2285714285715
103l,12m,1837.578183172003
103l,13m,1751.3897592663354
103l,14m,1851.5576776165012
103l,15m,1892.0955826351867
103l,16m,1715.1688361408883
103l,17m,1677.1578740157481
103l,18m,1743.2133891213389
103l,19m,1913.120422801057
103l,20m,1714.5879163439195
103l,21m,1731.3560229445507
103l,22m,2027.6882330684828
101l,6m,2045.7819129140305
101l,60m,1985.5462471569372
101l,61m,2012.8724681170293
101l,62m,1827.8411000763942
101l,63m,1905.4413511507053
101l,64m,1690.398789254635
101l,65m,1908.003705075954
101l,66m,1764.2589320015368
101l,67m,1838.6694688574703
101l,68m,1734.6610299769409
101l,69m,1880.987155270117
101l,7m,2108.2114882506526
101l,70m,1939.340604668963
101l,71m,1854.529766390354
101l,72m,1819.9607087827426
101l,73m,1871.7633996937213
101l,74m,1780.5233500578927
101l,75m,1862.055513595166
101l,76m,1759.7298985167838
101l,77m,2108.069900687548
101l,78m,1855.9292543021033
101l,79m,1898.3895505186324
101l,8m,1940.535768072289
101l,80m,1979.7731958762886
101l,81m,1784.808413001912
101l,82m,2100.0576631259482
101l,83m,1777.6252856054837
101l,84m,1981.1597899474868
101l,85m,2011.027006466337
101l,86m,1765.7484567901236
101l,87m,1918.6326996197718
101l,88m,1857.0172018348624
108l,34m,1748.7720030349014
108l,35m,1938.815478459779
108l,36m,1743.0900383141764
108l,37m,2010.0824896887889
108l,38m,2207.5839199703596
108l,39m,2034.7004538577912
108l,4m,1889.9707241910633
108l,40m,1931.9893186003683
108l,41m,2069.552312357847
